0,1,2
https://g1.globo.com/fantastico/noticia/2024/03/24/dois-veteranos-da-politica-carioca-e-ex-chefe-da-policia-civil-quem-sao-os-presos-do-assassinato-de-marielle-franco.ghtml,https://g1.globo.com/economia/blog/ana-flor/post/2024/03/24/pf-investiga-nomeacao-de-rivaldo-barbosa-para-comandar-policia-do-rio-na-vespera-da-morte-de-marielle.ghtml,https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/03/24/preso-neste-domingo-rivaldo-barbosa-assumiu-chefia-da-policia-civil-na-vespera-do-atentado-contra-marielle.ghtml
